Year,NOC,Rank,Gold,Silver,Bronze,Total,Market_Share_Gold,Market_Share_Total,Total_Events,is_host,Host_NOC,years_since_last,crossed_war,years_since_hosted,olympic_experience,first_medal_year,is_post_soviet,years_since_independence,NOC_original,Gold_lag1,Gold_lag2,Gold_lag3,Silver_lag1,Silver_lag2,Silver_lag3,Bronze_lag1,Bronze_lag2,Bronze_lag3,Total_lag1,Total_lag2,Total_lag3,Gold_rolling_mean_3,Gold_rolling_max_3,Gold_rolling_min_3,Gold_rolling_std_3,Gold_rolling_mean_5,Gold_rolling_max_5,Gold_rolling_min_5,Gold_rolling_std_5,Silver_rolling_mean_3,Silver_rolling_max_3,Silver_rolling_min_3,Silver_rolling_std_3,Silver_rolling_mean_5,Silver_rolling_max_5,Silver_rolling_min_5,Silver_rolling_std_5,Bronze_rolling_mean_3,Bronze_rolling_max_3,Bronze_rolling_min_3,Bronze_rolling_std_3,Bronze_rolling_mean_5,Bronze_rolling_max_5,Bronze_rolling_min_5,Bronze_rolling_std_5,Total_rolling_mean_3,Total_rolling_max_3,Total_rolling_min_3,Total_rolling_std_3,Total_rolling_mean_5,Total_rolling_max_5,Total_rolling_min_5,Total_rolling_std_5,Gold_growth_rate,Gold_change,Gold_acceleration,Silver_growth_rate,Silver_change,Silver_acceleration,Bronze_growth_rate,Bronze_change,Bronze_acceleration,Total_growth_rate,Total_change,Total_acceleration,Gold_is_growing,Gold_streak,Silver_is_growing,Silver_streak,Bronze_is_growing,Bronze_streak,Total_is_growing,Total_streak,Gold_host_boost,Silver_host_boost,Bronze_host_boost,Total_host_boost,market_size_interaction,experience_performance,gold_ratio,silver_ratio,bronze_ratio,gold_silver_ratio,avg_gold_year,std_gold_year,max_gold_year,num_countries,gold_vs_avg,gold_percentile,is_first_participation,is_first_medal,is_comeback
1924,URU,19,1,0,0,1,0.0034246575342465,0.0034246575342465,292,0,FRA,0.0,0,999,0,1924,0,0,Uruguay,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0194526459212909,0.0,0.5,0.0,0.0,1.0,4.666666666666667,8.961455925668123,45,27,-3.666666666666667,0.4074074074074074,1,1,0
1928,URU,24,1,0,0,1,0.0039682539682539,0.0039682539682539,252,0,NED,4.0,0,999,4,1924,0,0,Uruguay,1.0,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.021957894796537404,4.0,0.5,0.0,0.0,1.0,3.3333333333333335,4.291464396527911,22,33,-2.3333333333333335,0.3181818181818182,0,0,0
1932,URU,26,0,0,1,1,0.0,0.003731343283582,268,0,USA,4.0,0,999,8,1924,0,0,Uruguay,1.0,1.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,,0.6666666666666666,1.0,0.0,0.5773502691896258,0.6666666666666666,1.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.5773502691896258,0.3333333333333333,1.0,0.0,0.5773502691896258,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,,0.0,,,1.0,,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,0.0,0.0,0.5,0.0,4.464285714285714,8.496108664198124,44,28,-4.464285714285714,0.17857142857142858,0,0,0
1948,URU,26,0,1,1,2,0.0,0.0064102564102564,312,0,GBR,16.0,1,999,24,1924,0,0,Uruguay,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.5773502691896258,0.5,1.0,0.0,0.5773502691896257,0.3333333333333333,1.0,0.0,0.5773502691896258,0.25,1.0,0.0,0.5,0.6666666666666666,1.0,0.0,0.5773502691896258,0.5,1.0,0.0,0.5773502691896257,1.3333333333333333,2.0,1.0,0.5773502691896258,1.25,2.0,1.0,0.5,,0.0,,,1.0,,0.0,0.0,,1.0,1.0,1.0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.3333333333333333,0.3333333333333333,0.0,3.72972972972973,6.878503748186361,38,37,-3.72972972972973,0.20270270270270271,0,0,1
1952,URU,37,0,0,2,2,0.0,0.0059171597633136,338,0,FIN,4.0,0,999,28,1924,0,0,Uruguay,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.5477225575051661,0.3333333333333333,1.0,0.0,0.5773502691896258,0.2,1.0,0.0,0.4472135954999579,1.3333333333333333,2.0,1.0,0.5773502691896258,0.8,2.0,0.0,0.8366600265340756,1.6666666666666667,2.0,1.0,0.5773502691896258,1.4,2.0,1.0,0.5477225575051662,,0.0,,-1.0,-1.0,,1.0,1.0,1.0,0.0,0.0,-1.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,3.4651162790697674,7.29105400052271,40,43,-3.4651162790697674,0.19767441860465115,0,0,0
1956,URU,35,0,0,1,1,0.0,0.0029239766081871,342,0,AUS,4.0,0,999,32,1924,0,0,Uruguay,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.4472135954999579,0.3333333333333333,1.0,0.0,0.5773502691896258,0.2,1.0,0.0,0.4472135954999579,1.3333333333333333,2.0,1.0,0.5773502691896258,1.0,2.0,0.0,0.7071067811865475,1.6666666666666667,2.0,1.0,0.5773502691896258,1.4,2.0,1.0,0.5477225575051662,,0.0,,,0.0,,-0.5,-1.0,-1.5,-0.5,-1.0,-0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.026315789473684,7.923577004499322,37,38,-4.026315789473684,0.18421052631578946,0,0,0
1964,URU,35,0,0,1,1,0.0,0.0027027027027027,370,0,JPN,8.0,0,999,40,1924,0,0,Uruguay,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.4472135954999579,1.3333333333333333,2.0,1.0,0.5773502691896258,1.2,2.0,1.0,0.44721359549995787,1.3333333333333333,2.0,1.0,0.5773502691896258,1.4,2.0,1.0,0.5477225575051662,,0.0,,,0.0,,0.0,0.0,0.5,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.975609756097561,7.567984556267437,36,41,-3.975609756097561,0.1951219512195122,0,0,0
2000,URU,64,0,1,0,1,0.0,0.0014992503748125,667,0,AUS,36.0,0,999,76,1924,0,0,Uruguay,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.5773502691896258,0.4,1.0,0.0,0.5477225575051661,0.6666666666666666,1.0,0.0,0.5773502691896257,1.0,2.0,0.0,0.7071067811865475,1.0,1.0,1.0,0.0,1.4,2.0,1.0,0.5477225575051662,,0.0,,,1.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.75,6.85750074412655,37,80,-3.75,0.18125,0,0,1
1896,USA,1,11,7,2,20,0.102803738317757,0.1869158878504672,107,0,GRE,0.0,0,999,0,1896,0,0,United States,,,,,,,,,,,,,11.0,11.0,11.0,,11.0,11.0,11.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,20.0,20.0,20.0,,20.0,20.0,20.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4813405934426768,0.0,0.5238095238095238,0.3333333333333333,0.09523809523809523,1.375,3.909090909090909,3.6456699097572027,11,11,7.090909090909091,1.0,1,1,0
1900,USA,2,19,14,15,48,0.0805084745762711,0.2033898305084746,236,0,FRA,4.0,0,999,4,1896,0,0,United States,11.0,,,7.0,,,2.0,,,20.0,,,15.0,19.0,11.0,5.656854249492381,15.0,19.0,11.0,5.656854249492381,10.5,14.0,7.0,4.949747468305833,10.5,14.0,7.0,4.949747468305833,8.5,15.0,2.0,9.192388155425117,8.5,15.0,2.0,9.192388155425117,34.0,48.0,20.0,19.79898987322333,34.0,48.0,20.0,19.79898987322333,0.7272727272727273,8.0,,1.0,7.0,,6.5,13.0,,1.4,28.0,,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.44022518085409906,60.0,0.3877551020408163,0.2857142857142857,0.30612244897959184,1.2666666666666666,4.571428571428571,7.23582357835947,27,21,14.428571428571429,0.9523809523809523,0,0,0
1904,USA,1,76,78,77,231,0.3392857142857143,1.03125,224,1,USA,4.0,0,0,8,1896,0,0,United States,19.0,11.0,,14.0,7.0,,15.0,2.0,,48.0,20.0,,35.333333333333336,76.0,11.0,35.444792753426185,35.333333333333336,76.0,11.0,35.444792753426185,33.0,78.0,7.0,39.1279950930277,33.0,78.0,7.0,39.1279950930277,31.333333333333332,77.0,2.0,40.07908847932215,31.333333333333332,77.0,2.0,40.07908847932215,99.66666666666667,231.0,20.0,114.59639319513217,99.66666666666667,231.0,20.0,114.59639319513217,3.0,57.0,2.2727272727272725,4.571428571428571,64.0,3.571428571428571,4.133333333333334,62.0,-2.3666666666666663,3.8125,183.0,2.4125,1,2,1,2,1,2,1,2,35.333333333333336,33.0,31.333333333333332,99.66666666666667,1.8376054936050712,282.6666666666667,0.3275862068965517,0.33620689655172414,0.33189655172413796,0.9620253164556962,7.461538461538462,20.634176280366287,76,13,68.53846153846153,1.0,0,0,0
1908,USA,2,23,12,12,47,0.0861423220973782,0.1760299625468165,267,0,GBR,4.0,0,4,12,1896,0,0,United States,76.0,19.0,11.0,78.0,14.0,7.0,77.0,15.0,2.0,231.0,48.0,20.0,39.333333333333336,76.0,19.0,31.817186131607137,32.25,76.0,11.0,29.590257405661976,34.666666666666664,78.0,12.0,37.5410886008029,27.75,78.0,7.0,33.62910445829129,34.666666666666664,77.0,12.0,36.69241520169167,26.5,77.0,2.0,34.122328955294556,108.66666666666667,231.0,47.0,105.94495426084875,86.5,231.0,20.0,97.20253768978118,-0.6973684210526316,-53.0,-3.697368421052632,-0.8461538461538461,-66.0,-5.417582417582417,-0.8441558441558441,-65.0,-4.977489177489177,-0.7965367965367965,-184.0,-4.609036796536796,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.48162060131741413,472.0,0.4791666666666667,0.25,0.25,1.7692307692307692,5.7894736842105265,13.243778192748225,56,19,17.210526315789473,0.9473684210526315,0,0,0
1912,USA,1,26,19,19,64,0.1101694915254237,0.2711864406779661,236,0,SWE,4.0,0,8,16,1896,0,0,United States,23.0,76.0,19.0,12.0,78.0,14.0,12.0,77.0,15.0,47.0,231.0,48.0,41.666666666666664,76.0,23.0,29.771350881902112,31.0,76.0,11.0,25.777897509300484,36.333333333333336,78.0,12.0,36.2537354397217,26.0,78.0,7.0,29.385370509830228,36.0,77.0,12.0,35.67912554982255,25.0,77.0,2.0,29.740544715926106,114.0,231.0,47.0,101.68087332433764,82.0,231.0,20.0,84.77912478906585,0.13043478260869557,3.0,0.8278032036613272,0.5833333333333333,7.0,1.4294871794871793,0.5833333333333333,7.0,1.4274891774891774,0.36170212765957444,17.0,1.1582389241963709,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.602413405379294,666.6666666666666,0.4,0.2923076923076923,0.2923076923076923,1.3,5.666666666666667,7.451805939817937,26,18,20.333333333333332,1.0,0,0,0
1920,USA,1,41,27,27,95,0.1129476584022038,0.2617079889807162,363,0,BEL,8.0,1,16,24,1896,0,0,United States,26.0,23.0,76.0,19.0,12.0,78.0,19.0,12.0,77.0,64.0,47.0,231.0,30.0,41.0,23.0,9.643650760992974,37.0,76.0,19.0,23.334523779156072,19.333333333333332,27.0,12.0,7.505553499465148,30.0,78.0,12.0,27.44995446262161,19.333333333333332,27.0,12.0,7.505553499465151,30.0,77.0,12.0,26.87005768508881,68.66666666666667,95.0,47.0,24.337899115029042,97.0,231.0,47.0,77.3789377027108,0.5769230769230769,15.0,0.4464882943143813,0.42105263157894735,8.0,-0.16228070175438591,0.42105263157894735,8.0,-0.16228070175438591,0.484375,31.0,0.12267287234042556,1,2,1,2,1,2,1,2,0.0,0.0,0.0,0.0,0.6660697205870696,720.0,0.4270833333333333,0.28125,0.28125,1.4642857142857142,7.045454545454546,9.843911692137297,41,22,33.95454545454545,1.0,0,0,0
1924,USA,1,45,27,27,99,0.1541095890410959,0.339041095890411,292,0,FRA,4.0,0,20,28,1896,0,0,United States,41.0,26.0,23.0,27.0,19.0,12.0,27.0,19.0,12.0,95.0,64.0,47.0,37.333333333333336,45.0,26.0,10.016652800877837,42.2,76.0,23.0,21.11160818128264,24.333333333333332,27.0,19.0,4.6188021535170245,32.6,78.0,12.0,26.14000765110829,24.333333333333332,27.0,19.0,4.6188021535170325,32.4,77.0,12.0,25.706030420895406,86.0,99.0,64.0,19.157244060667963,107.2,231.0,47.0,72.51344702880976,0.09756097560975618,4.0,-0.4793621013133207,0.0,0.0,-0.42105263157894735,0.0,0.0,-0.42105263157894735,0.042105263157894646,4.0,-0.44226973684210535,1,3,0,0,0,0,1,3,0.0,0.0,0.0,0.0,0.8753690664581097,1045.3333333333335,0.45,0.27,0.27,1.6071428571428572,4.666666666666667,8.961455925668123,45,27,40.333333333333336,1.0,0,0,0
1928,USA,1,22,18,16,56,0.0873015873015873,0.2222222222222222,252,0,NED,4.0,0,24,32,1896,0,0,United States,45.0,41.0,26.0,27.0,27.0,19.0,27.0,27.0,19.0,99.0,95.0,64.0,36.0,45.0,22.0,12.288205727444526,31.4,45.0,22.0,10.784247771634334,24.0,27.0,18.0,5.196152422706649,20.6,27.0,12.0,6.4265076052238514,23.333333333333332,27.0,16.0,6.350852961085903,20.2,27.0,12.0,6.685805860178712,83.33333333333333,99.0,56.0,23.755701070129064,72.2,99.0,47.0,23.466998103720023,-0.5111111111111111,-23.0,-0.6086720867208673,-0.33333333333333337,-9.0,-0.33333333333333337,-0.40740740740740744,-11.0,-0.40740740740740744,-0.43434343434343436,-43.0,-0.476448697501329,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4830736855238311,1152.0,0.38596491228070173,0.3157894736842105,0.2807017543859649,1.1578947368421053,3.3333333333333335,4.291464396527911,22,33,18.666666666666668,1.0,0,0,0
1932,USA,1,44,36,30,110,0.1641791044776119,0.4104477611940298,268,1,USA,4.0,0,0,36,1896,0,0,United States,22.0,45.0,41.0,18.0,27.0,27.0,16.0,27.0,27.0,56.0,99.0,95.0,37.0,45.0,22.0,13.000000000000018,35.6,45.0,22.0,10.784247771634334,27.0,36.0,18.0,9.000000000000007,25.4,36.0,18.0,7.300684899377592,24.333333333333332,30.0,16.0,7.3711147958320105,23.8,30.0,16.0,5.974947698515862,88.33333333333333,110.0,56.0,28.536526301099286,84.8,110.0,56.0,23.466998103720023,1.0,22.0,1.511111111111111,1.0,18.0,1.3333333333333335,0.875,14.0,1.2824074074074074,0.9642857142857142,54.0,1.3986291486291487,1,1,1,1,1,1,1,1,37.0,27.0,24.333333333333332,88.33333333333333,0.9185347041137345,1332.0,0.3963963963963964,0.32432432432432434,0.2702702702702703,1.1891891891891893,4.464285714285714,8.496108664198124,44,28,39.535714285714285,1.0,0,0,0
1936,USA,2,24,21,12,57,0.0794701986754966,0.1887417218543046,302,0,GER,4.0,0,4,40,1896,0,0,United States,44.0,22.0,45.0,36.0,18.0,27.0,30.0,16.0,27.0,110.0,56.0,99.0,30.0,44.0,22.0,12.165525060596451,35.2,45.0,22.0,11.256109452204173,25.0,36.0,18.0,9.643650760992964,25.8,36.0,18.0,6.906518659932804,19.333333333333332,30.0,12.0,9.45163125250523,22.4,30.0,12.0,7.893034904268446,74.33333333333333,110.0,56.0,30.892285984260393,83.4,110.0,56.0,25.165452509343027,-0.4545454545454546,-20.0,-1.4545454545454546,-0.41666666666666663,-15.0,-1.4166666666666665,-0.6,-18.0,-1.475,-0.4818181818181818,-53.0,-1.446103896103896,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4540714812325321,1200.0,0.41379310344827586,0.3620689655172414,0.20689655172413793,1.0909090909090908,4.40625,7.795198584240297,38,32,19.59375,0.96875,0,0,0
1948,USA,1,38,27,19,84,0.1217948717948717,0.2692307692307692,312,0,GBR,12.0,1,16,52,1896,0,0,United States,24.0,44.0,22.0,21.0,36.0,18.0,12.0,30.0,16.0,57.0,110.0,56.0,35.333333333333336,44.0,24.0,10.26320287889379,34.6,45.0,22.0,10.945318634009707,28.0,36.0,21.0,7.549834435270759,25.8,36.0,18.0,6.906518659932804,20.333333333333332,30.0,12.0,9.07377172587748,20.8,30.0,12.0,7.52994023880668,83.66666666666667,110.0,57.0,26.501572280401238,81.2,110.0,56.0,24.365959862069854,0.5833333333333333,14.0,1.0378787878787878,0.2857142857142858,6.0,0.7023809523809524,0.5833333333333333,7.0,1.1833333333333331,0.4736842105263157,27.0,0.9555023923444975,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.6998580808991206,1837.3333333333335,0.4470588235294118,0.3176470588235294,0.2235294117647059,1.3571428571428572,3.72972972972973,6.878503748186361,38,37,34.270270270270274,1.0,0,0,1
1952,USA,1,40,19,17,76,0.1183431952662721,0.2248520710059171,338,0,FIN,4.0,0,20,56,1896,0,0,United States,38.0,24.0,44.0,27.0,21.0,36.0,19.0,12.0,30.0,84.0,57.0,110.0,34.0,40.0,24.0,8.71779788708137,33.6,44.0,22.0,9.939818911831349,22.333333333333332,27.0,19.0,4.163331998932291,24.2,36.0,18.0,7.463243262818116,16.0,19.0,12.0,3.605551275464019,18.8,30.0,12.0,6.760177512462229,72.33333333333333,84.0,57.0,13.868429375143073,76.6,110.0,56.0,22.244100341438834,0.05263157894736836,2.0,-0.5307017543859649,-0.2962962962962963,-8.0,-0.5820105820105821,-0.10526315789473684,-2.0,-0.6885964912280701,-0.09523809523809523,-8.0,-0.5689223057644109,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.6894674683290468,1904.0,0.5194805194805194,0.24675324675324675,0.22077922077922077,2.0,3.4651162790697674,7.29105400052271,40,43,36.53488372093023,1.0,0,0,0
1956,USA,2,32,25,17,74,0.0935672514619883,0.2163742690058479,342,0,AUS,4.0,0,24,60,1896,0,0,United States,40.0,38.0,24.0,19.0,27.0,21.0,17.0,19.0,12.0,76.0,84.0,57.0,36.666666666666664,40.0,32.0,4.163331998932326,35.6,44.0,24.0,7.79743547584718,23.666666666666668,27.0,19.0,4.163331998932289,25.6,36.0,19.0,6.618156843109719,17.666666666666668,19.0,17.0,1.154700538379349,19.0,30.0,12.0,6.670832032063167,78.0,84.0,74.0,5.291502622128993,80.2,110.0,57.0,19.34424979160472,-0.19999999999999996,-8.0,-0.2526315789473683,0.3157894736842106,6.0,0.6120857699805069,0.0,0.0,0.10526315789473684,-0.02631578947368418,-2.0,0.06892230576441105,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.5462203927172808,2200.0,0.4266666666666667,0.3333333333333333,0.22666666666666666,1.2307692307692308,4.026315789473684,7.923577004499322,37,38,27.973684210526315,0.9736842105263158,0,0,0
1960,USA,2,34,21,16,71,0.1,0.2088235294117647,340,0,ITA,4.0,0,28,64,1896,0,0,United States,32.0,40.0,38.0,25.0,19.0,27.0,17.0,17.0,19.0,74.0,76.0,84.0,35.333333333333336,40.0,32.0,4.163331998932318,33.6,40.0,24.0,6.228964600958986,21.666666666666668,25.0,19.0,3.05505046330393,22.6,27.0,19.0,3.286335345030997,16.666666666666668,17.0,16.0,0.5773502691898145,16.2,19.0,12.0,2.588435821108957,73.66666666666667,76.0,71.0,2.5166114784231897,72.4,84.0,57.0,9.86407623652612,0.0625,2.0,0.26249999999999996,-0.16000000000000003,-4.0,-0.47578947368421065,-0.05882352941176472,-1.0,-0.05882352941176472,-0.04054054054054057,-3.0,-0.01422475106685639,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5831882477283518,2261.3333333333335,0.4722222222222222,0.2916666666666667,0.2222222222222222,1.5454545454545454,3.4545454545454546,8.37064234554049,43,44,30.545454545454547,0.9772727272727273,0,0,0
1964,USA,1,36,26,28,90,0.0972972972972973,0.2432432432432432,370,0,JPN,4.0,0,32,68,1896,0,0,United States,34.0,32.0,40.0,21.0,25.0,19.0,16.0,17.0,17.0,71.0,74.0,76.0,34.0,36.0,32.0,2.0000000000000897,36.0,40.0,32.0,3.162277660168401,24.0,26.0,21.0,2.6457513110646267,23.6,27.0,19.0,3.4351128074635335,20.333333333333332,28.0,16.0,6.658328118479411,19.4,28.0,16.0,4.929503017546495,78.33333333333333,90.0,71.0,10.214368964029614,79.0,90.0,71.0,7.810249675906609,0.05882352941176472,2.0,-0.003676470588235281,0.23809523809523814,5.0,0.39809523809523817,0.75,12.0,0.8088235294117647,0.267605633802817,19.0,0.30814617434335756,1,2,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.5756304709563991,2312.0,0.3956043956043956,0.2857142857142857,0.3076923076923077,1.3333333333333333,3.975609756097561,7.567984556267437,36,41,32.02439024390244,1.0,0,0,0
1968,USA,1,45,28,34,107,0.116580310880829,0.2772020725388601,386,0,MEX,4.0,0,36,72,1896,0,0,United States,36.0,34.0,32.0,26.0,21.0,25.0,28.0,16.0,17.0,90.0,71.0,74.0,38.333333333333336,45.0,34.0,5.859465277082367,37.4,45.0,32.0,5.176871642217927,25.0,28.0,21.0,3.605551275464014,23.8,28.0,19.0,3.7013511046643495,26.0,34.0,16.0,9.165151389911694,22.4,34.0,16.0,8.142481194328914,89.33333333333333,107.0,71.0,18.009256878986747,83.6,107.0,71.0,14.976648490233032,0.25,9.0,0.19117647058823528,0.07692307692307687,2.0,-0.16117216117216127,0.2142857142857142,6.0,-0.5357142857142858,0.18888888888888888,17.0,-0.0787167449139281,1,3,1,2,1,2,1,2,0.0,0.0,0.0,0.0,0.6946350030734201,2760.0,0.4166666666666667,0.25925925925925924,0.3148148148148148,1.5517241379310345,3.9545454545454546,8.017291038906906,45,44,41.04545454545455,1.0,0,0,0
1972,USA,2,33,31,30,94,0.0751708428246013,0.214123006833713,439,0,GER,4.0,0,40,76,1896,0,0,United States,45.0,36.0,34.0,28.0,26.0,21.0,34.0,28.0,16.0,107.0,90.0,71.0,38.0,45.0,33.0,6.2449979983984445,36.0,45.0,32.0,5.244044240850771,28.333333333333332,31.0,26.0,2.5166114784236093,26.2,31.0,21.0,3.7013511046643495,30.666666666666668,34.0,28.0,3.055050463303933,25.0,34.0,16.0,8.062257748298551,97.0,107.0,90.0,8.88819441731549,87.2,107.0,71.0,14.855975228843084,-0.2666666666666667,-12.0,-0.5166666666666667,0.1071428571428572,3.0,0.030219780219780334,-0.11764705882352944,-4.0,-0.33193277310924363,-0.12149532710280375,-13.0,-0.31038421599169264,0,0,1,3,0,0,0,0,0.0,0.0,0.0,0.0,0.45754798630548055,2888.0,0.3473684210526316,0.3263157894736842,0.3157894736842105,1.03125,4.0625,9.035170640925289,50,48,28.9375,0.9791666666666666,0,0,0
1976,USA,3,34,35,25,94,0.0765765765765765,0.2117117117117117,444,0,CAN,4.0,0,44,80,1896,0,0,United States,33.0,45.0,36.0,31.0,28.0,26.0,30.0,34.0,28.0,94.0,107.0,90.0,37.333333333333336,45.0,33.0,6.658328118479433,36.4,45.0,33.0,4.9295030175465095,31.333333333333332,35.0,28.0,3.511884584284258,28.2,35.0,21.0,5.263078946776307,29.666666666666668,34.0,25.0,4.509249752822921,26.6,34.0,16.0,6.767569726275453,98.33333333333333,107.0,94.0,7.505553499465016,91.2,107.0,71.0,12.988456413292509,0.030303030303030276,1.0,0.296969696969697,0.12903225806451624,4.0,0.02188940092165903,-0.16666666666666663,-5.0,-0.04901960784313719,0.0,0.0,0.12149532710280375,1,1,1,4,0,0,0,0,0.0,0.0,0.0,0.0,0.4669696522379549,2986.666666666667,0.35789473684210527,0.3684210526315789,0.2631578947368421,0.9444444444444444,4.829268292682927,10.728239461869757,49,41,29.170731707317074,0.9512195121951219,0,0,0
1984,USA,1,83,61,30,174,0.1686991869918699,0.3536585365853658,492,1,USA,8.0,0,0,88,1896,0,0,United States,34.0,33.0,45.0,35.0,31.0,28.0,25.0,30.0,34.0,94.0,94.0,107.0,50.0,83.0,33.0,28.583211855912925,46.2,83.0,33.0,21.11160818128264,42.333333333333336,61.0,31.0,16.289055630494154,36.2,61.0,26.0,14.27235089254745,28.333333333333332,30.0,25.0,2.886751345948172,29.4,34.0,25.0,3.286335345030998,120.66666666666667,174.0,94.0,46.18802153517004,111.8,174.0,90.0,35.35816737332408,1.4411764705882355,49.0,1.4108734402852052,0.7428571428571429,26.0,0.6138248847926266,0.19999999999999996,5.0,0.3666666666666666,0.8510638297872339,80.0,0.8510638297872339,1,2,1,5,1,1,1,1,50.0,42.333333333333336,28.333333333333332,120.66666666666667,1.0460208565966325,4400.0,0.4742857142857143,0.3485714285714286,0.17142857142857143,1.3387096774193548,4.808510638297872,12.672528140537326,83,47,78.19148936170212,1.0,0,0,0
1988,USA,3,36,31,27,94,0.0681818181818181,0.178030303030303,528,0,KOR,4.0,0,4,92,1896,0,0,United States,83.0,34.0,33.0,61.0,35.0,31.0,30.0,25.0,30.0,174.0,94.0,94.0,51.0,83.0,34.0,27.730849247724116,46.2,83.0,33.0,21.11160818128264,42.333333333333336,61.0,31.0,16.289055630494154,37.2,61.0,28.0,13.535139452550904,27.333333333333332,30.0,25.0,2.516611478423633,29.2,34.0,25.0,3.4205262752974153,120.66666666666667,174.0,94.0,46.18802153517004,112.6,174.0,94.0,34.78217934517616,-0.5662650602409638,-47.0,-2.0074415308291993,-0.4918032786885246,-30.0,-1.2346604215456676,-0.09999999999999998,-3.0,-0.29999999999999993,-0.45977011494252873,-80.0,-1.3108339447297626,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.42756739308124714,4692.0,0.37894736842105264,0.3263157894736842,0.28421052631578947,1.125,4.634615384615385,10.232644505437518,55,52,31.365384615384613,0.9615384615384616,0,0,0
